Batch,20230510 clumped PREC KDB NTA,Collected on,2023/05/10 18:17:57,Analysis Instrument,PS019,Acquisition Software,,Stable 1.71.5,Reanalyzed  on,2023/05/10 19:16:57,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19568 ETH-3.txt,ETH-3,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 06:30:45,484,10,1.4282e-07,2.950927E-10,CF,23.926,5.962e-02,1,5.6999e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.3409e-08,1.0638e-07,5.6434e-08,5.6528e-08,5.6494e-08,5.6351e-08,0.96,2023/05/11 06:29:59,0.25,6167,8448,5.9621e-02,46.046,20,0.000,-2.5660e-13,-1.2156e-13,-1.3083e-13,-7.3800e-14,2.5803e-14,3.5110e-12,24.00,24.00,64.50,3.37564e-08,3.27630e-08,1.20341e-02,4.2625e-03,4.9844e-05,4.7489e-06,3.7650e-08,1.1981e-02,4.2123e-03,4.9055e-05,4.6386e-06,3.6500e-08,4.4372,11.9157,16.0977,23.7862,29.7211,1.4206,0.0010,0,60,5.9483,0.0022,0,60,-0.2507,-0.1827,1.2796,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19569 AU_LMW1_307_34.txt,AU_LMW1_307_34,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 08:00:17,726,11,1.3272e-07,1.82811E-10,CF,22.003,5.700e-02,1,5.6999e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1943e-08,1.0632e-07,5.1862e-08,5.2354e-08,5.2303e-08,5.2218e-08,0.96,2023/05/11 07:59:32,0.16,7361,8448,5.6999e-02,46.049,20,0.000,-2.5680e-13,-1.2176e-13,-1.3106e-13,-7.3680e-14,2.5499e-14,3.6192e-12,24.00,24.00,64.50,3.16320e-08,3.07030e-08,1.20747e-02,4.2522e-03,4.9916e-05,4.7421e-06,6.5520e-08,1.1981e-02,4.2125e-03,4.9079e-05,4.6543e-06,6.2911e-08,7.7937,9.4231,17.0682,18.8817,41.3875,5.0788,0.0013,0,60,3.4605,0.0018,0,60,-0.3062,-0.0523,13.9465,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19570 AU_KAR1_2061_43.txt,AU_KAR1_2061_43,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 09:22:00,690,12,1.3179e-07,1.909939E-10,CF,21.667,5.962e-02,1,5.8296e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1146e-08,1.0675e-07,5.1457e-08,5.1510e-08,5.1473e-08,5.1357e-08,0.96,2023/05/11 09:21:15,0.23,7357,8448,5.9621e-02,46.041,20,0.000,-2.5627e-13,-1.2147e-13,-1.3088e-13,-7.3516e-14,2.5624e-14,3.4976e-12,24.00,24.00,64.50,3.11716e-08,3.03045e-08,1.20749e-02,4.2412e-03,4.9770e-05,4.7008e-06,2.6816e-08,1.1981e-02,4.2124e-03,4.9057e-05,4.6379e-06,2.6014e-08,7.8447,6.8485,14.5306,13.5895,13.7097,5.2220,0.0010,0,60,0.8983,0.0017,0,60,-0.3427,-0.1522,-8.0826,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19571 AU_KAR1_2050_42.txt,AU_KAR1_2050_42,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 10:43:42,612,13,1.6466e-07,2.690537E-10,CF,27.191,5.830e-02,1,5.6999e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0448e-08,1.0664e-07,6.6573e-08,6.6670e-08,6.6602e-08,6.6485e-08,0.96,2023/05/11 10:42:57,0.18,6275,8448,5.8296e-02,46.044,20,0.000,-2.5678e-13,-1.2148e-13,-1.3100e-13,-7.2362e-14,2.7484e-14,3.6612e-12,25.00,25.00,64.50,3.89338e-08,3.78826e-08,1.20812e-02,4.2475e-03,4.9874e-05,4.7316e-06,7.0938e-08,1.1981e-02,4.2124e-03,4.9064e-05,4.6546e-06,6.8246e-08,8.3309,8.3279,16.4890,16.5369,41.5800,5.6884,0.0011,0,60,2.3694,0.0020,0,60,-0.3563,-0.1850,15.7270,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19572 ETH-2.txt,ETH-2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 12:05:25,454,14,1.4037e-07,3.091794E-10,CF,23.193,5.830e-02,1,5.5732e-02,15584, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9621e-08,1.0614e-07,5.5205e-08,5.5467e-08,5.5416e-08,5.5311e-08,0.96,2023/05/11 12:04:39,0.19,6901,8448,5.8296e-02,46.046,20,0.000,-2.5511e-13,-1.2073e-13,-1.3019e-13,-7.2379e-14,2.8056e-14,3.6022e-12,24.00,24.00,64.50,3.31680e-08,3.22681e-08,1.18954e-02,4.1902e-03,4.8415e-05,4.5941e-06,4.0045e-08,1.1981e-02,4.2124e-03,4.9061e-05,4.6433e-06,4.1259e-08,-7.1626,-5.2685,-13.1616,-10.5880,-54.6047,-10.3297,0.0009,0,60,-11.1274,0.0013,0,60,-0.6419,-0.0795,-37.3999,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19573 ETH-1.txt,ETH-1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 13:27:30,404,15,1.1379e-07,2.8165E-10,CF,18.707,5.962e-02,1,5.6999e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8833e-08,1.0641e-07,4.3309e-08,4.3413e-08,4.3383e-08,4.3298e-08,0.96,2023/05/11 13:26:44,0.20,7853,8448,5.9621e-02,46.044,20,0.000,-2.5647e-13,-1.2137e-13,-1.3085e-13,-7.3952e-14,2.5034e-14,3.5012e-12,23.00,23.00,64.50,2.68789e-08,2.61118e-08,1.20368e-02,4.2600e-03,4.9833e-05,4.7639e-06,7.3804e-08,1.1981e-02,4.2124e-03,4.9080e-05,4.6584e-06,7.0887e-08,4.6733,11.2992,15.3322,22.6499,44.1169,1.6931,0.0012,0,60,5.3343,0.0020,0,60,-0.6465,-0.0744,16.2416,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19574 AU_KAR1_1437_31.txt,AU_KAR1_1437_31,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 14:49:21,694,16,1.5492e-07,2.232329E-10,CF,25.635,6.378e-02,1,5.8296e-02,15680, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8169e-08,1.0626e-07,6.1923e-08,6.2049e-08,6.1992e-08,6.1872e-08,0.96,2023/05/11 14:48:36,0.19,6320,8446,6.3782e-02,46.046,20,0.000,-2.5434e-13,-1.2034e-13,-1.2972e-13,-7.1935e-14,2.8038e-14,3.5271e-12,24.00,25.00,64.50,3.65902e-08,3.55567e-08,1.20342e-02,4.2447e-03,4.9643e-05,4.7206e-06,5.9834e-08,1.1981e-02,4.2123e-03,4.9063e-05,4.6492e-06,5.8193e-08,4.4249,7.6791,11.8068,15.3467,28.9633,1.5537,0.0012,0,60,1.7323,0.0018,0,60,-0.3408,-0.0694,8.8476,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19575 AU_GR8_91_24.txt,AU_GR8_91_24,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 16:11:54,756,17,5.0661e-08,6.701196E-11,CF,8.301,5.962e-02,0,5.5732e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7434e-08,1.0607e-07,4.8631e-08,4.6445e-08,4.6404e-08,4.6282e-08,0.96,2023/05/11 16:11:08,0.26,7470,8444,5.9621e-02,46.044,20,0.000,-2.5254e-13,-1.1969e-13,-1.2891e-13,-7.1817e-14,2.7663e-14,3.4735e-12,33.00,32.00,64.50,2.18082e-08,2.04159e-08,1.19982e-02,4.2365e-03,4.9531e-05,4.8129e-06,2.8837e-07,1.1979e-02,4.2117e-03,4.9173e-05,4.7485e-06,2.6346e-07,1.5773,5.8897,7.2823,13.5670,79.5370,-1.4150,0.0012,0,60,-0.0421,0.0029,0,60,-0.1479,1.7324,65.3515,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19577 ETH-3.txt,ETH-3,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 18:55:23,442,19,1.3352e-07,3.020719E-10,CF,21.789,5.962e-02,1,5.6999e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6423e-08,1.0623e-07,5.2089e-08,5.2351e-08,5.2311e-08,5.2200e-08,0.96,2023/05/11 18:54:37,0.21,6796,8450,5.9621e-02,46.046,20,0.000,-2.4907e-13,-1.1809e-13,-1.2732e-13,-7.1992e-14,2.5785e-14,3.2759e-12,23.00,24.00,64.50,3.16038e-08,3.06767e-08,1.20336e-02,4.2622e-03,4.9831e-05,4.7353e-06,-1.4720e-09,1.1981e-02,4.2122e-03,4.9046e-05,4.6256e-06,-7.0839e-10,4.4348,11.8534,16.0051,23.7162,23.4334,1.4202,0.0010,0,60,5.8864,0.0023,0,60,-0.2789,-0.1280,-4.7109,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19578 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 20:17:15,493,20,1.5675e-07,3.179474E-10,CF,25.879,5.962e-02,1,5.6999e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5932e-08,1.0613e-07,6.2553e-08,6.2642e-08,6.2584e-08,6.2453e-08,0.96,2023/05/11 20:16:29,0.21,6074,8448,5.9621e-02,46.048,20,0.000,-2.5205e-13,-1.1948e-13,-1.2872e-13,-7.1345e-14,2.8324e-14,3.5119e-12,25.00,25.00,64.50,3.68395e-08,3.57574e-08,1.19226e-02,4.2309e-03,4.9010e-05,4.6819e-06,3.4430e-08,1.1981e-02,4.2124e-03,4.9060e-05,4.6418e-06,3.4964e-08,-4.8929,4.3970,-1.0138,8.6229,-22.6641,-8.2495,0.0009,0,60,-1.5135,0.0018,0,60,-0.2776,-0.1888,-25.9975,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19579 AU_KAR1_1352_95.txt,AU_KAR1_1352_95,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/11 21:48:01,725,21,4.1089e-09,5.667396E-12,CF,0.091,5.700e-02,0,5.6999e-02,15648, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,4.2158e-08,1.0628e-07,3.9455e-09,5.2351e-08,5.2311e-08,5.2200e-08,0.96,2023/05/11 21:47:03,-90.55,8399,8447,5.6999e-02,46.041,20,0.000,-2.5256e-13,-1.1964e-13,-1.2890e-13,-7.2155e-14,2.5606e-14,3.2875e-12,24.00,32.00,64.50,2.05853e-08,2.46155e-09,1.19558e-02,4.2167e-03,4.9027e-05,4.6305e-06,-4.9414e-08,1.1979e-02,4.2115e-03,4.9058e-05,4.6412e-06,3.4529e-08,-1.9259,1.2343,-0.6376,-2.3432,-1933.5462,-4.9823,0.0119,0,60,-4.6674,0.0317,0,60,0.1343,-4.8070,-1934.7719,
C:\Nu Stable\Results\2023\20230510 clumped PREC KDB NTA,20230510 clumped PREC KDB NTA,Data_19581 AU_MANYA6_677_23.txt,AU_MANYA6_677_23,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/05/10 18:17:57,2023/05/12 00:31:40,627,23,1.7988e-07,2.868946E-10,CF,29.083,5.962e-02,1,5.8296e-02,15616, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1088e-08,1.0632e-07,7.3311e-08,7.2757e-08,7.2706e-08,7.2560e-08,0.96,2023/05/12 00:30:55,0.20,6032,8446,5.9621e-02,46.044,20,0.000,-2.5309e-13,-1.1987e-13,-1.2925e-13,-7.1846e-14,2.5624e-14,3.3912e-12,25.00,26.00,64.50,4.19924e-08,4.07485e-08,1.20035e-02,4.2307e-03,4.9335e-05,4.6841e-06,4.1635e-08,1.1981e-02,4.2121e-03,4.9048e-05,4.6430e-06,4.0943e-08,1.8791,4.4259,5.8492,8.8447,16.4402,-1.0432,0.0011,0,60,-1.4995,0.0020,0,60,-0.4487,-0.0265,5.6384,
