Batch,20231030 clumped Oman 4 CH,Collected on,2023/11/03 17:09:36,Analysis Instrument,PS019,Acquisition Software,,Stable 1.71.5,Reanalyzed  on,2023/11/03 18:08:53,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
Dir   ,Name   ,File   ,Name   ,  ,  ,Started   ,Collected   ,Weight   ,Location   ,Sam Beam   ,Yield   ,Status   ,Pressure   ,  ,Chops   ,  ,  ,Operations   ,Ref Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Factor  ,End   ,%  ,  ,  ,Pressure   ,Mass   ,Length    ,Offset   ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion   ,Depletion   ,Temperature   ,Signal(44),Signal(44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Delta(45/44),Delta(46/44),Delta(47/44),Delta(48/44),Delta(49/44),wrt PDB,Err,,,wrt PDB,Err,,,47,48,49,

C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20808 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/03 17:09:36,442,1,2.5036e-07,5.664342E-10,CF,20.813,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0731e-08,1.5000e-07,8.8708e-08,8.8869e-08,8.8810e-08,8.8647e-08,0.96,2023/11/03 17:08:50,0.18,5006,8449,1.0000e-03,46.031,20,0.000,2.1894e-15,3.7165e-15,5.3054e-16,6.9267e-14,4.2787e-13,1.6907e-11,24.00,26.00,63.85,4.96719e-08,5.01243e-08,1.19135e-02,4.2136e-03,4.9074e-05,4.5005e-06,7.1719e-08,1.1862e-02,4.1649e-03,4.8304e-05,4.3973e-06,6.8487e-08,4.3561,11.6792,15.9353,23.4617,46.7240,1.3424,0.0008,0,60,5.7132,0.0025,0,60,-0.0974,-0.0323,18.3681,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20819 MRT-3 C.txt,MRT-3 C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 08:52:12,424,12,2.5029e-07,5.903051E-10,CF,18.768,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1292e-08,1.5000e-07,8.1206e-08,8.1936e-08,8.1889e-08,8.1753e-08,0.96,2023/11/04 08:51:27,0.17,5291,8449,1.0000e-03,46.028,20,0.000,2.1822e-15,3.5228e-15,5.5808e-16,7.3047e-14,4.3557e-13,1.7638e-11,24.00,26.00,63.85,4.66461e-08,4.70996e-08,1.19094e-02,4.2165e-03,4.9095e-05,4.5084e-06,6.9554e-08,1.1863e-02,4.1656e-03,4.8328e-05,4.4008e-06,6.7289e-08,3.9400,12.2120,15.8817,24.4533,33.6549,0.8812,0.0009,0,60,6.2443,0.0027,0,60,-0.2413,-0.1169,5.0546,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20820 WS 7.7A.txt,WS 7.7A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 10:13:45,417,13,2.4067e-07,5.771355E-10,CF,17.364,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0889e-08,1.5000e-07,7.5140e-08,7.5260e-08,7.5193e-08,7.4700e-08,0.96,2023/11/04 10:12:59,0.66,5554,8449,1.0000e-03,46.028,20,0.000,2.2278e-15,3.5242e-15,5.5987e-16,7.4771e-14,4.4071e-13,1.8044e-11,24.00,25.00,63.85,4.32544e-08,4.36681e-08,1.17799e-02,4.1846e-03,4.8183e-05,4.4394e-06,6.7452e-08,1.1862e-02,4.1657e-03,4.8328e-05,4.4000e-06,6.6226e-08,-6.9621,4.5394,-3.0034,8.9394,18.2728,-10.4565,0.0009,0,60,-1.3673,0.0019,0,60,-0.2654,-0.1587,16.7662,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20821 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 11:34:43,442,14,2.5030e-07,5.66279E-10,CF,18.951,1.000e-03,1,1.0000e-03,6336, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0179e-08,1.5000e-07,8.1304e-08,8.1880e-08,8.1815e-08,8.1663e-08,0.96,2023/11/04 11:33:57,0.19,5177,8449,1.0000e-03,46.028,20,0.000,2.2329e-15,3.5028e-15,5.3805e-16,7.5338e-14,4.4248e-13,1.8180e-11,24.00,26.00,63.85,4.64951e-08,4.69027e-08,1.19143e-02,4.2142e-03,4.9096e-05,4.5043e-06,6.8382e-08,1.1863e-02,4.1655e-03,4.8328e-05,4.4015e-06,6.6117e-08,4.3640,11.6864,15.8887,23.3565,34.0888,1.3506,0.0011,0,60,5.7203,0.0027,0,60,-0.1583,-0.1493,6.0529,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20822 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 12:56:07,462,15,2.5031e-07,5.418013E-10,CF,23.621,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9609e-08,1.5000e-07,1.0293e-07,1.0322e-07,1.0314e-07,1.0291e-07,0.96,2023/11/04 12:55:21,0.23,4415,8448,1.0000e-03,46.028,20,0.000,2.2624e-15,3.5942e-15,5.5647e-16,7.7729e-14,4.4841e-13,1.8716e-11,25.00,27.00,63.85,5.60093e-08,5.67080e-08,1.17749e-02,4.1416e-03,4.7672e-05,4.3502e-06,6.4898e-08,1.1863e-02,4.1650e-03,4.8321e-05,4.4002e-06,6.5289e-08,-7.4124,-5.6183,-13.4367,-11.3649,-6.1310,-10.5834,0.0011,0,60,-11.4749,0.0016,0,60,-0.3154,-0.1617,12.9278,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20823 MD6-S.txt,MD6-S,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 14:17:37,776,16,2.5030e-07,3.225564E-10,CF,20.142,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8643e-08,1.5000e-07,8.6426e-08,8.6514e-08,8.6468e-08,8.6277e-08,0.96,2023/11/04 14:16:52,0.22,4855,8447,1.0000e-03,46.028,20,0.000,2.2543e-15,3.5770e-15,5.8490e-16,7.6683e-14,4.4589e-13,1.8446e-11,24.00,26.00,63.85,4.86409e-08,4.91639e-08,1.17504e-02,4.1843e-03,4.8056e-05,4.4400e-06,6.6273e-08,1.1863e-02,4.1653e-03,4.8326e-05,4.4001e-06,6.5654e-08,-9.4575,4.5432,-5.5895,9.0812,9.4420,-13.1125,0.0009,0,60,-1.3581,0.0022,0,60,-0.2727,-0.0257,10.6425,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20824 WS 7.7B.txt,WS 7.7B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 15:38:45,497,17,2.5031e-07,5.036321E-10,CF,21.942,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8107e-08,1.5000e-07,9.5860e-08,9.6169e-08,9.6087e-08,9.5865e-08,0.96,2023/11/04 15:37:59,0.23,4483,8448,1.0000e-03,46.028,20,0.000,2.2484e-15,3.5589e-15,5.6773e-16,7.7078e-14,4.4602e-13,1.8489e-11,25.00,26.00,63.85,5.29515e-08,5.34534e-08,1.17800e-02,4.1854e-03,4.8191e-05,4.4422e-06,6.5966e-08,1.1863e-02,4.1654e-03,4.8327e-05,4.4006e-06,6.5324e-08,-6.9835,4.7952,-2.8338,9.4504,9.7646,-10.4881,0.0009,0,60,-1.1127,0.0026,0,60,-0.3235,-0.1615,7.7889,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20825 MRT-3 C.txt,MRT-3 C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 16:59:42,415,18,2.4816e-07,5.97982E-10,CF,18.341,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7229e-08,1.5000e-07,7.9669e-08,7.9867e-08,7.9831e-08,7.9625e-08,0.96,2023/11/04 16:58:56,0.26,4975,8448,1.0000e-03,46.028,20,0.000,2.2320e-15,3.5663e-15,6.2299e-16,7.5747e-14,4.4434e-13,1.8215e-11,24.00,25.00,63.85,4.55094e-08,4.59804e-08,1.19127e-02,4.2157e-03,4.9101e-05,4.5056e-06,6.8016e-08,1.1863e-02,4.1656e-03,4.8328e-05,4.3999e-06,6.5886e-08,4.2207,12.0290,16.0028,24.0249,32.0242,1.1863,0.0011,0,60,6.0616,0.0026,0,60,-0.2322,-0.1735,3.5279,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20826 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 19:02:29,418,19,2.5033e-07,5.988742E-10,CF,20.019,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6016e-08,1.5000e-07,8.4396e-08,8.4596e-08,8.4522e-08,8.4372e-08,0.96,2023/11/04 19:01:43,0.18,4727,8448,1.0000e-03,46.028,20,0.000,2.2017e-15,3.5058e-15,5.0265e-16,7.2464e-14,4.3473e-13,1.7586e-11,24.00,26.00,63.85,4.77387e-08,4.81673e-08,1.19141e-02,4.2140e-03,4.9093e-05,4.5030e-06,6.8500e-08,1.1863e-02,4.1655e-03,4.8330e-05,4.4011e-06,6.6626e-08,4.3389,11.6351,15.8052,23.1571,27.7498,1.3256,0.0007,0,60,5.6694,0.0025,0,60,-0.1649,-0.2428,0.0119,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20827 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 20:24:19,479,20,2.5033e-07,5.226177E-10,CF,22.522,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5779e-08,1.5000e-07,9.8003e-08,9.7923e-08,9.7852e-08,9.7596e-08,0.96,2023/11/04 20:23:34,0.26,4251,8448,1.0000e-03,46.028,20,0.000,2.2561e-15,3.5321e-15,6.7216e-16,7.6659e-14,4.4509e-13,1.8436e-11,25.00,26.00,63.85,5.36338e-08,5.42196e-08,1.18038e-02,4.1828e-03,4.8268e-05,4.4382e-06,6.6057e-08,1.1863e-02,4.1652e-03,4.8323e-05,4.4011e-06,6.5418e-08,-4.9707,4.2267,-1.1331,8.4330,9.7811,-8.3263,0.0009,0,60,-1.6828,0.0018,0,60,-0.1496,-0.0380,6.7573,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20828 BD1 15.5C.txt,BD1 15.5C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 21:51:40,821,21,2.4115e-07,2.937279E-10,CF,17.853,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1016e-08,1.5000e-07,7.5788e-08,7.5927e-08,7.5848e-08,7.5733e-08,0.96,2023/11/04 21:50:54,0.15,5514,8448,1.0000e-03,46.028,20,0.000,2.2062e-15,3.5427e-15,5.8347e-16,7.5082e-14,4.4069e-13,1.8019e-11,24.00,25.00,63.85,4.36971e-08,4.40017e-08,1.18972e-02,4.2043e-03,4.8908e-05,4.4815e-06,6.7932e-08,1.1863e-02,4.1657e-03,4.8330e-05,4.4002e-06,6.6287e-08,2.9283,9.2728,11.9418,18.4720,24.9931,-0.0942,0.0008,0,60,3.3216,0.0023,0,60,-0.2262,-0.1567,3.4251,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20829 MDS 200.txt,MDS 200,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 23:13:29,467,22,2.5034e-07,5.360677E-10,CF,19.897,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0353e-08,1.5000e-07,8.7077e-08,8.7143e-08,8.7074e-08,8.6887e-08,0.96,2023/11/04 23:12:44,0.21,4986,8447,1.0000e-03,46.028,20,0.000,2.2801e-15,3.5321e-15,6.6215e-16,7.6053e-14,4.4355e-13,1.8243e-11,24.00,26.00,63.85,4.87894e-08,4.93022e-08,1.18053e-02,4.1882e-03,4.8330e-05,4.4486e-06,6.5515e-08,1.1863e-02,4.1655e-03,4.8326e-05,4.4009e-06,6.4497e-08,-4.8326,5.4490,0.0793,10.8102,15.2765,-8.2217,0.0010,0,60,-0.4668,0.0018,0,60,-0.2766,-0.1163,9.6682,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20830 MD6-S.txt,MD6-S,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 00:35:28,750,23,2.5038e-07,3.33845E-10,CF,19.226,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9645e-08,1.5000e-07,8.2420e-08,8.2803e-08,8.2759e-08,8.2605e-08,0.96,2023/11/05 00:34:42,0.19,5077,8448,1.0000e-03,46.028,20,0.000,2.2073e-15,3.5777e-15,6.2156e-16,7.5722e-14,4.4215e-13,1.8315e-11,24.00,26.00,63.85,4.69380e-08,4.73711e-08,1.17505e-02,4.1845e-03,4.8058e-05,4.4392e-06,6.6882e-08,1.1863e-02,4.1656e-03,4.8328e-05,4.3993e-06,6.6360e-08,-9.4555,4.5422,-5.5862,9.0717,7.4168,-13.1103,0.0011,0,60,-1.3591,0.0020,0,60,-0.2705,-0.0330,8.6147,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20831 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 01:56:30,402,24,2.5035e-07,6.227661E-10,CF,19.318,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8803e-08,1.5000e-07,8.3671e-08,8.3795e-08,8.3716e-08,8.3546e-08,0.96,2023/11/05 01:55:45,0.20,4965,8446,1.0000e-03,46.028,20,0.000,2.1962e-15,3.5344e-15,5.4807e-16,7.5717e-14,4.4310e-13,1.8336e-11,24.00,26.00,63.85,4.74209e-08,4.78678e-08,1.17764e-02,4.1428e-03,4.7684e-05,4.3523e-06,6.6273e-08,1.1863e-02,4.1654e-03,4.8329e-05,4.4004e-06,6.6754e-08,-7.2714,-5.4407,-13.3376,-10.9331,-7.2016,-10.4396,0.0008,0,60,-11.2984,0.0016,0,60,-0.5370,-0.0824,11.3283,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20832 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 03:18:23,489,25,2.5032e-07,5.119006E-10,CF,26.825,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7540e-08,1.5000e-07,1.1914e-07,1.1873e-07,1.1865e-07,1.1838e-07,0.96,2023/11/05 03:17:37,0.23,3930,8446,1.0000e-03,46.031,20,0.000,2.2264e-15,3.9123e-15,5.6702e-16,7.5753e-14,4.4290e-13,1.8224e-11,26.00,27.00,63.85,6.26695e-08,6.33715e-08,1.17751e-02,4.1415e-03,4.7664e-05,4.3435e-06,6.4883e-08,1.1863e-02,4.1650e-03,4.8315e-05,4.3933e-06,6.5549e-08,-7.4225,-5.6375,-13.4754,-11.3176,-10.4927,-10.5935,0.0010,0,60,-11.4940,0.0018,0,60,-0.3251,-0.0753,8.5316,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20833 WS 2.6.txt,WS 2.6,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 04:39:39,456,26,2.5035e-07,5.490199E-10,CF,21.027,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7306e-08,1.5000e-07,9.1741e-08,9.2033e-08,9.1934e-08,9.1763e-08,0.96,2023/11/05 04:38:54,0.19,4540,8446,1.0000e-03,46.028,20,0.000,2.2473e-15,3.5378e-15,5.6112e-16,7.6600e-14,4.4594e-13,1.8427e-11,24.00,26.00,63.85,5.11939e-08,5.17419e-08,1.17771e-02,4.1849e-03,4.8176e-05,4.4426e-06,6.5790e-08,1.1863e-02,4.1655e-03,4.8332e-05,4.4022e-06,6.5502e-08,-7.2354,4.6584,-3.2220,9.1661,4.0143,-10.7515,0.0012,0,60,-1.2483,0.0027,0,60,-0.3173,-0.1709,2.5888,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20834 BD1 15.5C.txt,BD1 15.5C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 06:43:15,735,27,1.9412e-07,2.641151E-10,CF,13.733,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6062e-08,1.5000e-07,5.9972e-08,6.0236e-08,6.0544e-08,6.0091e-08,0.96,2023/11/05 06:42:29,0.75,5892,8444,1.0000e-03,46.028,20,0.000,2.1366e-15,3.4617e-15,4.4328e-16,6.9823e-14,4.2758e-13,1.6947e-11,23.00,24.00,63.34,3.61402e-08,3.63892e-08,1.18969e-02,4.2057e-03,4.8929e-05,4.4844e-06,7.0641e-08,1.1862e-02,4.1663e-03,4.8343e-05,4.4010e-06,6.8582e-08,2.9007,9.4594,12.1075,18.9479,29.9235,-0.1299,0.0007,0,60,3.5073,0.0019,0,60,-0.2162,-0.0592,7.9147,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20835 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 08:04:56,498,28,2.5034e-07,5.026835E-10,CF,24.719,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5747e-08,1.5000e-07,1.0966e-07,1.0888e-07,1.0884e-07,1.0853e-07,0.96,2023/11/05 08:04:11,0.28,3974,8446,1.0000e-03,46.031,20,0.000,2.2178e-15,3.5409e-15,5.9116e-16,7.6783e-14,4.4559e-13,1.8452e-11,25.00,27.00,63.34,5.84306e-08,5.91672e-08,1.19146e-02,4.2139e-03,4.9084e-05,4.5015e-06,6.7149e-08,1.1863e-02,4.1652e-03,4.8318e-05,4.3988e-06,6.5546e-08,4.3458,11.6688,15.8427,23.3432,24.0315,1.3318,0.0008,0,60,5.7029,0.0026,0,60,-0.1679,-0.1276,-3.6784,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20836 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 09:26:29,451,29,2.5037e-07,5.551529E-10,CF,23.529,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5246e-08,1.5000e-07,1.0094e-07,1.0056e-07,1.0047e-07,1.0025e-07,0.96,2023/11/05 09:25:44,0.22,4112,8444,1.0000e-03,46.031,20,0.000,2.2468e-15,3.5623e-15,6.3515e-16,7.7115e-14,4.4716e-13,1.8557e-11,25.00,27.00,63.34,5.48344e-08,5.53701e-08,1.17750e-02,4.1419e-03,4.7669e-05,4.3484e-06,6.4335e-08,1.1863e-02,4.1652e-03,4.8317e-05,4.3980e-06,6.4883e-08,-7.4095,-5.5979,-13.4154,-11.2845,-9.0019,-10.5810,0.0010,0,60,-11.4546,0.0014,0,60,-0.3170,-0.1214,9.9580,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20837 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 10:47:59,447,30,2.5037e-07,5.601202E-10,CF,21.728,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.4311e-08,1.5000e-07,9.6101e-08,9.5564e-08,9.6445e-08,9.5316e-08,0.96,2023/11/05 10:47:13,1.18,4183,8450,1.0000e-03,46.028,20,0.000,2.2207e-15,3.5917e-15,5.6148e-16,7.6431e-14,4.4398e-13,1.8337e-11,25.00,26.00,63.34,5.25694e-08,5.37461e-08,1.18039e-02,4.1831e-03,4.8274e-05,4.4372e-06,6.6092e-08,1.1863e-02,4.1655e-03,4.8330e-05,4.4003e-06,6.5534e-08,-4.9780,4.2221,-1.1505,8.3919,8.2653,-8.3339,0.0009,0,60,-1.6874,0.0022,0,60,-0.1550,-0.0697,5.2630,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20838 MD6-S.txt,MD6-S,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 12:16:16,734,31,2.4694e-07,3.364246E-10,CF,18.341,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2825e-08,1.5000e-07,7.8872e-08,7.9015e-08,7.8966e-08,7.8818e-08,0.96,2023/11/05 12:15:30,0.19,5538,8449,1.0000e-03,46.028,20,0.000,2.1799e-15,3.5341e-15,6.1441e-16,7.5561e-14,4.4190e-13,1.8133e-11,24.00,25.00,63.34,4.52195e-08,4.56178e-08,1.17505e-02,4.1848e-03,4.8063e-05,4.4402e-06,6.7098e-08,1.1863e-02,4.1657e-03,4.8330e-05,4.4003e-06,6.6318e-08,-9.4493,4.5869,-5.5224,9.0664,11.7629,-13.1052,0.0010,0,60,-1.3146,0.0020,0,60,-0.2567,-0.1273,12.8705,
