Batch,20231030 clumped Oman 4 CH,Collected on,2023/11/03 17:09:36,Analysis Instrument,PS019,Acquisition Software,Stable 1.71.5,Reanalyzed  on,2023/11/03 18:08:53,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5


Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Num,CO,Cycle,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Water,Water,Ave, StdDev, Min, Max, Started, Stopped, Num,Ref Major,Std,Rejected,Num,Sam Major,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,Std,Rejected,Num,DELTA,Std,Rejected,Num,DELTA,Std,Rejected,Num,
Dir  ,Name  ,File  ,Name  , , ,Started  ,Collected  ,Weight  ,Location  ,Sam Beam  ,Yield  ,Status  ,Pressure  , ,Chops  , , ,Operations  ,Ref Beam  ,Ref Beam  ,Sam Beam  ,Ref Beam  ,Sam Beam  ,Ref Beam  ,Factor ,End  ,% , , ,Pressure  ,Mass  ,CO Cycles   ,Delay Time  ,Length  ,Length   ,Offset  ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion  ,Depletion  ,Temperature  ,Trap Temperature Hot ,Trap Temperature Cold ,Temp, , ,,,,,Signal(44),Dev,,,Signal(44),Dev,,,Ratio(45/44),Dev,,,Ratio(46/44),Dev,,,Ratio(47/44),Dev,,,Ratio(48/44),Dev,,,Ratio(49/44),Dev,,,Ratio(45/44),Dev,,,Ratio(46/44),Dev,,,Ratio(47/44),Dev,,,Ratio(48/44),Dev,,,Ratio(49/44),Dev,,,Delta(45/44),Err,,,Delta(46/44),Err,,,Delta(47/44),Err,,,Delta(48/44),Err,,,Delta(49/44),Err,,,wrt PDB,Err,,,wrt PDB,Err,,,47,Err,,,48,Err,,,49,Err,,,

C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20808 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/03 17:09:36,442,1,2.5036e-07,5.664342E-10,CF,20.813,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0731e-08,1.5000e-07,8.8708e-08,8.8869e-08,8.8810e-08,8.8647e-08,0.96,2023/11/03 17:08:50,0.18,5006,8449,1.0000e-03,46.031,20,8,20,20,0.000,2.1894e-15,3.7165e-15,5.3054e-16,6.9267e-14,4.2787e-13,1.6907e-11,24.00,26.00,63.85,-1.95e02,-1.61e02,63.85,0.00,63.85,63.85,2023/11/03 16:12:45,2023/11/03 17:09:16,113,4.96719e-08,0.000,0,63,5.01243e-08,1.94594e-09,0,60,1.19135e-02,3.57727e-08,0,60,4.2136e-03,9.2182e-08,0,60,4.9074e-05,9.0578e-10,0,60,4.5005e-06,4.0095e-10,0,60,7.1719e-08,9.8314e-11,0,60,1.1862e-02,4.4329e-08,0,63,4.1649e-03,9.9053e-08,0,63,4.8304e-05,1.0694e-09,0,63,4.3973e-06,3.9571e-10,0,63,6.8487e-08,1.2291e-10,0,63,4.3561,0.0008,0,60,11.6792,0.0025,0,60,15.9353,0.0102,0,60,23.4617,0.0416,0,60,46.7240,1.4993,0,60,1.3424,0.0008,0,60,5.7132,0.0025,0,60,-0.0974,0.0089,0,60,-0.0323,0.0416,0,60,18.3681,1.4583,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20819 MRT-3 C.txt,MRT-3 C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 08:52:12,424,12,2.5029e-07,5.903051E-10,CF,18.768,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1292e-08,1.5000e-07,8.1206e-08,8.1936e-08,8.1889e-08,8.1753e-08,0.96,2023/11/04 08:51:27,0.17,5291,8449,1.0000e-03,46.028,20,8,20,20,0.000,2.1822e-15,3.5228e-15,5.5808e-16,7.3047e-14,4.3557e-13,1.7638e-11,24.00,26.00,63.85,-1.95e02,-1.60e02,63.85,0.00,63.85,63.85,2023/11/04 07:55:53,2023/11/04 08:51:53,112,4.66461e-08,0.000,0,63,4.70996e-08,1.79083e-09,0,60,1.19094e-02,6.05447e-08,0,60,4.2165e-03,6.7064e-08,0,60,4.9095e-05,9.8527e-10,0,60,4.5084e-06,1.9522e-10,0,60,6.9554e-08,1.5015e-10,0,60,1.1863e-02,5.5684e-08,0,63,4.1656e-03,7.4942e-08,0,63,4.8328e-05,1.0066e-09,0,63,4.4008e-06,1.9326e-10,0,63,6.7289e-08,1.4664e-10,0,63,3.9400,0.0009,0,60,12.2120,0.0027,0,60,15.8817,0.0097,0,60,24.4533,0.0346,0,60,33.6549,1.5194,0,60,0.8812,0.0009,0,60,6.2443,0.0027,0,60,-0.2413,0.0094,0,60,-0.1169,0.0338,0,60,5.0546,1.4767,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20820 WS 7.7A.txt,WS 7.7A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 10:13:45,417,13,2.4067e-07,5.771355E-10,CF,17.364,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0889e-08,1.5000e-07,7.5140e-08,7.5260e-08,7.5193e-08,7.4700e-08,0.96,2023/11/04 10:12:59,0.66,5554,8449,1.0000e-03,46.028,20,8,20,20,0.000,2.2278e-15,3.5242e-15,5.5987e-16,7.4771e-14,4.4071e-13,1.8044e-11,24.00,25.00,63.85,-1.95e02,-1.67e02,63.85,0.00,63.85,63.85,2023/11/04 09:16:46,2023/11/04 09:55:32,77,4.32544e-08,0.000,0,63,4.36681e-08,1.62401e-09,0,60,1.17799e-02,5.52757e-08,0,60,4.1846e-03,6.7698e-08,0,60,4.8183e-05,1.2669e-09,0,60,4.4394e-06,2.2699e-10,0,60,6.7452e-08,1.1484e-10,0,60,1.1862e-02,5.7765e-08,0,63,4.1657e-03,6.9936e-08,0,63,4.8328e-05,1.0862e-09,0,63,4.4000e-06,1.8867e-10,0,63,6.6226e-08,1.3057e-10,0,63,-6.9621,0.0009,0,60,4.5394,0.0019,0,60,-3.0034,0.0100,0,60,8.9394,0.0484,0,60,18.2728,2.1708,0,60,-10.4565,0.0009,0,60,-1.3673,0.0019,0,60,-0.2654,0.0102,0,60,-0.1587,0.0480,0,60,16.7662,2.1680,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20821 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 11:34:43,442,14,2.5030e-07,5.66279E-10,CF,18.951,1.000e-03,1,1.0000e-03,6336, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0179e-08,1.5000e-07,8.1304e-08,8.1880e-08,8.1815e-08,8.1663e-08,0.96,2023/11/04 11:33:57,0.19,5177,8449,1.0000e-03,46.028,20,8,20,20,0.000,2.2329e-15,3.5028e-15,5.3805e-16,7.5338e-14,4.4248e-13,1.8180e-11,24.00,26.00,63.85,-1.95e02,-1.58e02,63.85,0.00,63.85,63.85,2023/11/04 10:37:32,2023/11/04 11:17:04,79,4.64951e-08,0.000,0,63,4.69027e-08,1.78510e-09,0,60,1.19143e-02,5.90811e-08,0,60,4.2142e-03,6.8861e-08,0,60,4.9096e-05,1.0681e-09,0,60,4.5043e-06,1.7483e-10,0,60,6.8382e-08,1.1629e-10,0,60,1.1863e-02,5.5897e-08,0,63,4.1655e-03,7.5354e-08,0,63,4.8328e-05,1.1941e-09,0,63,4.4015e-06,2.2370e-10,0,63,6.6117e-08,1.0120e-10,0,63,4.3640,0.0010,0,60,11.6864,0.0027,0,60,15.8887,0.0108,0,60,23.3565,0.0416,0,60,34.0888,1.7943,0,60,1.3506,0.0011,0,60,5.7203,0.0027,0,60,-0.1583,0.0105,0,60,-0.1493,0.0420,0,60,6.0529,1.7468,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20822 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 12:56:07,462,15,2.5031e-07,5.418013E-10,CF,23.621,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9609e-08,1.5000e-07,1.0293e-07,1.0322e-07,1.0314e-07,1.0291e-07,0.96,2023/11/04 12:55:21,0.23,4415,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2624e-15,3.5942e-15,5.5647e-16,7.7729e-14,4.4841e-13,1.8716e-11,25.00,27.00,63.85,-1.95e02,-1.65e02,63.85,0.00,63.85,63.85,2023/11/04 11:59:15,2023/11/04 12:38:02,78,5.60093e-08,0.000,0,63,5.67080e-08,2.31038e-09,0,60,1.17749e-02,5.89877e-08,0,60,4.1416e-03,6.9410e-08,0,60,4.7672e-05,9.8888e-10,0,60,4.3502e-06,1.8744e-10,0,60,6.4898e-08,1.0978e-10,0,60,1.1863e-02,6.2170e-08,0,63,4.1650e-03,6.6962e-08,0,63,4.8321e-05,7.9964e-10,0,63,4.4002e-06,2.2906e-10,0,63,6.5289e-08,1.1119e-10,0,63,-7.4124,0.0010,0,60,-5.6183,0.0016,0,60,-13.4367,0.0108,0,60,-11.3649,0.0329,0,60,-6.1310,1.4862,0,60,-10.5834,0.0011,0,60,-11.4749,0.0016,0,60,-0.3154,0.0108,0,60,-0.1617,0.0333,0,60,12.9278,1.5153,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20823 MD6-S.txt,MD6-S,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 14:17:37,776,16,2.5030e-07,3.225564E-10,CF,20.142,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8643e-08,1.5000e-07,8.6426e-08,8.6514e-08,8.6468e-08,8.6277e-08,0.96,2023/11/04 14:16:52,0.22,4855,8447,1.0000e-03,46.028,20,8,20,20,0.000,2.2543e-15,3.5770e-15,5.8490e-16,7.6683e-14,4.4589e-13,1.8446e-11,24.00,26.00,63.85,-1.95e02,-1.62e02,63.85,0.00,63.85,63.85,2023/11/04 13:20:27,2023/11/04 13:59:26,78,4.86409e-08,0.000,0,63,4.91639e-08,1.89860e-09,0,60,1.17504e-02,5.22897e-08,0,60,4.1843e-03,7.0069e-08,0,60,4.8056e-05,1.1201e-09,0,60,4.4400e-06,2.5318e-10,0,60,6.6273e-08,1.0923e-10,0,60,1.1863e-02,5.5957e-08,0,63,4.1653e-03,7.4915e-08,0,63,4.8326e-05,1.0625e-09,0,63,4.4001e-06,2.3461e-10,0,63,6.5654e-08,1.0108e-10,0,63,-9.4575,0.0009,0,60,4.5432,0.0022,0,60,-5.5895,0.0100,0,60,9.0812,0.0393,0,60,9.4420,1.6818,0,60,-13.1125,0.0009,0,60,-1.3581,0.0022,0,60,-0.2727,0.0107,0,60,-0.0257,0.0384,0,60,10.6425,1.6845,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20824 WS 7.7B.txt,WS 7.7B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 15:38:45,497,17,2.5031e-07,5.036321E-10,CF,21.942,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8107e-08,1.5000e-07,9.5860e-08,9.6169e-08,9.6087e-08,9.5865e-08,0.96,2023/11/04 15:37:59,0.23,4483,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2484e-15,3.5589e-15,5.6773e-16,7.7078e-14,4.4602e-13,1.8489e-11,25.00,26.00,63.85,-1.95e02,-1.64e02,63.85,0.00,63.85,63.85,2023/11/04 14:41:57,2023/11/04 15:20:55,77,5.29515e-08,0.000,0,63,5.34534e-08,2.13254e-09,0,60,1.17800e-02,5.56018e-08,0,60,4.1854e-03,7.3746e-08,0,60,4.8191e-05,1.1238e-09,0,60,4.4422e-06,2.4319e-10,0,60,6.5966e-08,9.3810e-11,0,60,1.1863e-02,5.6714e-08,0,63,4.1654e-03,7.9547e-08,0,63,4.8327e-05,1.1378e-09,0,63,4.4006e-06,2.0791e-10,0,63,6.5324e-08,9.8415e-11,0,63,-6.9835,0.0009,0,60,4.7952,0.0026,0,60,-2.8338,0.0076,0,60,9.4504,0.0420,0,60,9.7646,1.5673,0,60,-10.4881,0.0009,0,60,-1.1127,0.0026,0,60,-0.3235,0.0080,0,60,-0.1615,0.0418,0,60,7.7889,1.5645,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20825 MRT-3 C.txt,MRT-3 C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 16:59:42,415,18,2.4816e-07,5.97982E-10,CF,18.341,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7229e-08,1.5000e-07,7.9669e-08,7.9867e-08,7.9831e-08,7.9625e-08,0.96,2023/11/04 16:58:56,0.26,4975,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2320e-15,3.5663e-15,6.2299e-16,7.5747e-14,4.4434e-13,1.8215e-11,24.00,25.00,63.85,-1.95e02,3.05e01,63.85,0.00,63.85,63.85,2023/11/04 16:02:55,2023/11/04 16:42:04,79,4.55094e-08,0.000,0,63,4.59804e-08,1.73022e-09,0,60,1.19127e-02,6.13123e-08,0,60,4.2157e-03,6.2672e-08,0,60,4.9101e-05,1.0271e-09,0,60,4.5056e-06,2.2669e-10,0,60,6.8016e-08,1.2357e-10,0,60,1.1863e-02,5.5219e-08,0,63,4.1656e-03,7.0143e-08,0,63,4.8328e-05,1.0652e-09,0,63,4.3999e-06,2.1258e-10,0,63,6.5886e-08,1.1942e-10,0,63,4.2207,0.0011,0,60,12.0290,0.0027,0,60,16.0028,0.0122,0,60,24.0249,0.0356,0,60,32.0242,1.7320,0,60,1.1863,0.0011,0,60,6.0616,0.0026,0,60,-0.2322,0.0120,0,60,-0.1735,0.0352,0,60,3.5279,1.6846,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20826 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 19:02:29,418,19,2.5033e-07,5.988742E-10,CF,20.019,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6016e-08,1.5000e-07,8.4396e-08,8.4596e-08,8.4522e-08,8.4372e-08,0.96,2023/11/04 19:01:43,0.18,4727,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2017e-15,3.5058e-15,5.0265e-16,7.2464e-14,4.3473e-13,1.7586e-11,24.00,26.00,63.85,-1.95e02,-1.67e02,63.85,0.00,63.85,63.85,2023/11/04 18:06:15,2023/11/04 19:02:09,112,4.77387e-08,0.000,0,63,4.81673e-08,1.84685e-09,0,60,1.19141e-02,5.75912e-08,0,60,4.2140e-03,6.9642e-08,0,60,4.9093e-05,1.1443e-09,0,60,4.5030e-06,2.2048e-10,0,60,6.8500e-08,1.4742e-10,0,60,1.1863e-02,5.4554e-08,0,63,4.1655e-03,7.6346e-08,0,63,4.8330e-05,1.0954e-09,0,63,4.4011e-06,1.8437e-10,0,63,6.6626e-08,1.3990e-10,0,63,4.3389,0.0007,0,60,11.6351,0.0025,0,60,15.8052,0.0093,0,60,23.1571,0.0484,0,60,27.7498,1.6666,0,60,1.3256,0.0007,0,60,5.6694,0.0025,0,60,-0.1649,0.0098,0,60,-0.2428,0.0464,0,60,0.0119,1.6211,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20827 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 20:24:19,479,20,2.5033e-07,5.226177E-10,CF,22.522,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5779e-08,1.5000e-07,9.8003e-08,9.7923e-08,9.7852e-08,9.7596e-08,0.96,2023/11/04 20:23:34,0.26,4251,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2561e-15,3.5321e-15,6.7216e-16,7.6659e-14,4.4509e-13,1.8436e-11,25.00,26.00,63.85,-1.95e02,-1.65e02,63.85,0.00,63.85,63.85,2023/11/04 19:26:34,2023/11/04 20:05:48,79,5.36338e-08,0.000,0,63,5.42196e-08,2.17408e-09,0,60,1.18038e-02,5.77139e-08,0,60,4.1828e-03,7.0719e-08,0,60,4.8268e-05,9.4228e-10,0,60,4.4382e-06,2.1962e-10,0,60,6.6057e-08,1.2413e-10,0,60,1.1863e-02,6.0320e-08,0,63,4.1652e-03,7.3227e-08,0,63,4.8323e-05,8.8014e-10,0,63,4.4011e-06,1.9476e-10,0,63,6.5418e-08,1.1409e-10,0,63,-4.9707,0.0009,0,60,4.2267,0.0018,0,60,-1.1331,0.0109,0,60,8.4330,0.0428,0,60,9.7811,1.6923,0,60,-8.3263,0.0009,0,60,-1.6828,0.0018,0,60,-0.1496,0.0108,0,60,-0.0380,0.0423,0,60,6.7573,1.6870,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20828 BD1 15.5C.txt,BD1 15.5C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 21:51:40,821,21,2.4115e-07,2.937279E-10,CF,17.853,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1016e-08,1.5000e-07,7.5788e-08,7.5927e-08,7.5848e-08,7.5733e-08,0.96,2023/11/04 21:50:54,0.15,5514,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2062e-15,3.5427e-15,5.8347e-16,7.5082e-14,4.4069e-13,1.8019e-11,24.00,25.00,63.85,-1.95e02,-1.70e02,63.85,0.00,63.85,63.85,2023/11/04 20:48:21,2023/11/04 21:27:38,78,4.36971e-08,0.000,0,63,4.40017e-08,1.63859e-09,0,60,1.18972e-02,5.43629e-08,0,60,4.2043e-03,7.0598e-08,0,60,4.8908e-05,1.2441e-09,0,60,4.4815e-06,2.4188e-10,0,60,6.7932e-08,1.3960e-10,0,60,1.1863e-02,5.2145e-08,0,63,4.1657e-03,7.5314e-08,0,63,4.8330e-05,1.2579e-09,0,63,4.4002e-06,1.7880e-10,0,63,6.6287e-08,1.3840e-10,0,63,2.9283,0.0008,0,60,9.2728,0.0023,0,60,11.9418,0.0101,0,60,18.4720,0.0497,0,60,24.9931,2.2557,0,60,-0.0942,0.0008,0,60,3.3216,0.0023,0,60,-0.2262,0.0096,0,60,-0.1567,0.0482,0,60,3.4251,2.2076,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20829 MDS 200.txt,MDS 200,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/04 23:13:29,467,22,2.5034e-07,5.360677E-10,CF,19.897,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0353e-08,1.5000e-07,8.7077e-08,8.7143e-08,8.7074e-08,8.6887e-08,0.96,2023/11/04 23:12:44,0.21,4986,8447,1.0000e-03,46.028,20,8,20,20,0.000,2.2801e-15,3.5321e-15,6.6215e-16,7.6053e-14,4.4355e-13,1.8243e-11,24.00,26.00,63.85,-1.95e02,-1.58e02,63.85,0.00,63.85,63.85,2023/11/04 22:15:49,2023/11/04 22:55:00,78,4.87894e-08,0.000,0,63,4.93022e-08,1.90527e-09,0,60,1.18053e-02,5.49015e-08,0,60,4.1882e-03,7.1138e-08,0,60,4.8330e-05,1.0777e-09,0,60,4.4486e-06,2.3244e-10,0,60,6.5515e-08,1.0810e-10,0,60,1.1863e-02,5.7974e-08,0,63,4.1655e-03,7.3781e-08,0,63,4.8326e-05,9.8955e-10,0,63,4.4009e-06,2.0233e-10,0,63,6.4497e-08,1.0114e-10,0,63,-4.8326,0.0009,0,60,5.4490,0.0018,0,60,0.0793,0.0097,0,60,10.8102,0.0418,0,60,15.2765,1.7230,0,60,-8.2217,0.0010,0,60,-0.4668,0.0018,0,60,-0.2766,0.0094,0,60,-0.1163,0.0409,0,60,9.6682,1.7138,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20830 MD6-S.txt,MD6-S,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 00:35:28,750,23,2.5038e-07,3.33845E-10,CF,19.226,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9645e-08,1.5000e-07,8.2420e-08,8.2803e-08,8.2759e-08,8.2605e-08,0.96,2023/11/05 00:34:42,0.19,5077,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2073e-15,3.5777e-15,6.2156e-16,7.5722e-14,4.4215e-13,1.8315e-11,24.00,26.00,63.85,-1.95e02,-1.68e02,63.85,0.00,63.85,63.85,2023/11/04 23:37:35,2023/11/05 00:16:48,79,4.69380e-08,0.000,0,63,4.73711e-08,1.80614e-09,0,60,1.17505e-02,5.04001e-08,0,60,4.1845e-03,6.7936e-08,0,60,4.8058e-05,1.1148e-09,0,60,4.4392e-06,2.1548e-10,0,60,6.6882e-08,1.3267e-10,0,60,1.1863e-02,5.5884e-08,0,63,4.1656e-03,7.1153e-08,0,63,4.8328e-05,1.1432e-09,0,63,4.3993e-06,2.0898e-10,0,63,6.6360e-08,1.4647e-10,0,63,-9.4555,0.0010,0,60,4.5422,0.0020,0,60,-5.5862,0.0123,0,60,9.0717,0.0383,0,60,7.4168,1.9321,0,60,-13.1103,0.0011,0,60,-1.3591,0.0020,0,60,-0.2705,0.0118,0,60,-0.0330,0.0392,0,60,8.6147,1.9337,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20831 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 01:56:30,402,24,2.5035e-07,6.227661E-10,CF,19.318,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8803e-08,1.5000e-07,8.3671e-08,8.3795e-08,8.3716e-08,8.3546e-08,0.96,2023/11/05 01:55:45,0.20,4965,8446,1.0000e-03,46.028,20,8,20,20,0.000,2.1962e-15,3.5344e-15,5.4807e-16,7.5717e-14,4.4310e-13,1.8336e-11,24.00,26.00,63.85,-1.95e02,3.05e01,63.85,0.00,63.85,63.85,2023/11/05 00:59:34,2023/11/05 01:38:53,78,4.74209e-08,0.000,0,63,4.78678e-08,1.82578e-09,0,60,1.17764e-02,5.45251e-08,0,60,4.1428e-03,7.2477e-08,0,60,4.7684e-05,1.2779e-09,0,60,4.3523e-06,1.7080e-10,0,60,6.6273e-08,1.6627e-10,0,60,1.1863e-02,5.4441e-08,0,63,4.1654e-03,7.0425e-08,0,63,4.8329e-05,1.2193e-09,0,63,4.4004e-06,1.8843e-10,0,63,6.6754e-08,1.2227e-10,0,63,-7.2714,0.0007,0,60,-5.4407,0.0016,0,60,-13.3376,0.0091,0,60,-10.9331,0.0395,0,60,-7.2016,1.7905,0,60,-10.4396,0.0008,0,60,-11.2984,0.0016,0,60,-0.5370,0.0092,0,60,-0.0824,0.0404,0,60,11.3283,1.8233,0,60,
