Batch,201806015 clumped Tufas OmanSval CYC KDB ABJ,Collected on,2018/06/15 18:32:39,Analysis Instrument,PS019,Acquisition Software,,Stable 1.69.5,Reanalyzed  on,2018/06/15 19:32:43,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.69.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5960 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 05:55:14,468,9,2.9641e-09,6.333611E-12,CF,0.152,3.476e-02,0,3.5546e-02,14944, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,2.2644e-08,1.0576e-07,2.8474e-09,8.0253e-08,8.0169e-08,7.9934e-08,0.96,2018/06/16 05:54:22,-87.09,8397,8446,3.4756e-02,46.015,20,0.000,-1.0497e-13,-5.4572e-14,-5.7459e-14,-1.4759e-14,1.3946e-13,6.3023e-12,19.00,23.00,70.03,1.42403e-08,2.01259e-09,1.18268e-02,4.1455e-03,4.7859e-05,4.5439e-06,6.9816e-08,1.1913e-02,4.1667e-03,4.8411e-05,4.5808e-06,6.7039e-08,-7.2421,-5.0807,-11.4049,-8.0693,34.1176,-10.4209,0.016,0,60,-10.9403,0.029,0,60,1.0338,2.0859,52.6843,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5961 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 07:15:05,497,10,8.8386e-08,1.778392E-10,CF,33.813,3.398e-02,0,3.5546e-02,14944, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,2.2521e-08,1.0661e-07,8.4844e-08,8.5443e-08,8.5385e-08,8.5199e-08,0.96,2018/06/16 07:14:24,0.22,3355,8446,3.3983e-02,46.017,20,0.000,-1.0500e-13,-5.4545e-14,-5.7394e-14,-1.3822e-14,1.4066e-13,6.4784e-12,29.00,30.00,70.03,4.17148e-08,4.38310e-08,1.19723e-02,4.2205e-03,4.9247e-05,4.7027e-06,6.1913e-08,1.1915e-02,4.1677e-03,4.8419e-05,4.5871e-06,6.3542e-08,4.8485,12.6630,17.1046,25.2030,-25.2228,1.8326,0.001,0,60,6.6912,0.003,0,60,-0.4087,-0.2764,-53.9349,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5962 PK99 KT3A.txt,PK99 KT3A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 08:35:28,451,11,7.5125e-08,1.665743E-10,CF,28.503,3.476e-02,0,3.5546e-02,14944, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,2.2011e-08,1.0633e-07,7.2023e-08,7.2905e-08,7.2265e-08,7.2173e-08,0.96,2018/06/16 08:34:36,0.13,3674,8446,3.4756e-02,46.015,20,0.000,-1.0495e-13,-5.4523e-14,-5.7474e-14,-1.2601e-14,1.4296e-13,6.7127e-12,28.00,29.00,70.03,3.66526e-08,3.80975e-08,1.19132e-02,4.2041e-03,4.8803e-05,4.6646e-06,6.0493e-08,1.1914e-02,4.1673e-03,4.8413e-05,4.5849e-06,6.2891e-08,-0.0610,8.8215,8.0637,17.3927,-37.6372,-3.2600,0.001,0,60,2.8790,0.003,0,60,-0.5496,-0.3224,-54.0607,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5963 CYC17-49B B.txt,CYC17-49B B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 09:55:33,485,12,7.8015e-08,1.608567E-10,CF,30.212,3.476e-02,0,3.5546e-02,14944, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,2.1553e-08,1.0615e-07,7.4908e-08,7.5627e-08,7.5583e-08,7.5317e-08,0.96,2018/06/16 09:54:53,0.35,3527,8446,3.4756e-02,46.015,20,0.000,-1.0496e-13,-5.4571e-14,-5.7445e-14,-1.2726e-14,1.4334e-13,6.7386e-12,28.00,29.00,70.03,3.79244e-08,3.96381e-08,1.20227e-02,4.2371e-03,4.9654e-05,4.7395e-06,6.3452e-08,1.1914e-02,4.1674e-03,4.8412e-05,4.5866e-06,6.4714e-08,9.1265,16.7162,25.6598,33.3370,-18.5300,6.2459,0.001,0,60,10.7153,0.004,0,60,-0.3412,-0.3625,-59.1535,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5964 G3 129f_A.txt,G3 129f_A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 11:15:39,404,13,6.3087e-08,1.561558E-10,CF,25.452,3.398e-02,0,3.6354e-02,14944, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,2.1125e-08,1.0655e-07,6.0573e-08,6.1432e-08,6.1398e-08,6.1248e-08,0.96,2018/06/16 11:14:59,0.25,4011,8444,3.3983e-02,46.015,20,0.000,-1.0499e-13,-5.4537e-14,-5.7514e-14,-1.3368e-14,1.4230e-13,6.6170e-12,27.00,28.00,70.03,3.21193e-08,3.32428e-08,1.20119e-02,4.2140e-03,4.9335e-05,4.6861e-06,6.2704e-08,1.1914e-02,4.1672e-03,4.8412e-05,4.5837e-06,6.4413e-08,8.2443,11.2214,19.0750,22.3268,-26.6142,5.4963,0.001,0,60,5.2491,0.003,0,60,-0.5473,-0.2365,-56.0249,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5965 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 12:35:51,439,14,7.7598e-08,1.767604E-10,CF,29.907,3.398e-02,0,3.4756e-02,16128, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,2.0756e-08,1.0686e-07,7.4473e-08,7.5119e-08,7.5090e-08,7.4830e-08,0.96,2018/06/16 12:35:10,0.35,3451,8446,3.3983e-02,46.015,20,0.000,-1.0502e-13,-5.4576e-14,-5.7536e-14,-1.2998e-14,1.4273e-13,6.6197e-12,28.00,29.00,70.03,3.76866e-08,3.94487e-08,1.18324e-02,4.1482e-03,4.7817e-05,4.5429e-06,6.1582e-08,1.1914e-02,4.1673e-03,4.8414e-05,4.5858e-06,6.5569e-08,-6.8503,-4.5761,-12.3283,-9.3574,-61.0463,-10.0214,0.001,0,60,-10.4390,0.002,0,60,-0.8067,-0.2283,-45.5857,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5966 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 14:36:58,462,15,8.7603e-08,1.896173E-10,CF,32.867,3.476e-02,0,3.4756e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,2.0427e-08,1.0581e-07,8.4101e-08,7.9977e-08,7.9901e-08,7.9847e-08,0.96,2018/06/16 14:36:17,0.07,3242,8444,3.4756e-02,46.017,20,0.000,-1.0514e-13,-5.4586e-14,-5.7429e-14,-1.2853e-14,1.4359e-13,6.6868e-12,28.00,29.00,70.03,3.97174e-08,4.13403e-08,1.19756e-02,4.2182e-03,4.9214e-05,4.6957e-06,6.4035e-08,1.1915e-02,4.1676e-03,4.8415e-05,4.5857e-06,6.5930e-08,5.1291,12.1321,16.4879,23.9979,-28.7433,2.1494,0.001,0,60,6.1622,0.002,0,60,-0.7865,-0.4036,-56.6583,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5967 CYC17-49B C.txt,CYC17-49B C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 15:59:34,465,16,1.1966e-07,2.57341E-10,CF,29.510,3.398e-02,1,3.5546e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,1.9875e-08,1.0650e-07,5.5993e-08,5.6165e-08,5.6129e-08,5.6107e-08,0.96,2018/06/16 15:58:53,0.04,5410,8447,3.3983e-02,46.012,20,0.000,-1.0496e-13,-5.4310e-14,-5.7390e-14,-4.5955e-15,1.6669e-13,8.4767e-12,16.00,17.00,70.03,3.95088e-08,3.98987e-08,1.20498e-02,4.2636e-03,5.0082e-05,4.7973e-06,6.3468e-08,1.1941e-02,4.1874e-03,4.8762e-05,4.6287e-06,6.4954e-08,9.1075,18.2129,27.0628,36.4179,-22.2446,6.1743,0.001,0,60,12.2048,0.002,0,60,-0.4027,-0.3275,-65.4036,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5968 PK99 KT4CA.txt,PK99 KT4CA,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 18:00:18,436,17,1.1093e-07,2.544343E-10,CF,28.015,3.476e-02,1,3.5546e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,2.9834e-08,1.0563e-07,5.2324e-08,5.2544e-08,5.2533e-08,5.2456e-08,0.96,2018/06/16 17:59:37,0.15,5620,8446,3.4756e-02,46.015,20,0.000,-1.0488e-13,-5.4283e-14,-5.7383e-14,-7.8195e-15,1.5759e-13,7.8294e-12,16.00,17.00,70.03,3.72165e-08,3.75429e-08,1.19405e-02,4.2250e-03,4.9166e-05,4.7106e-06,6.1512e-08,1.1941e-02,4.1873e-03,4.8763e-05,4.6276e-06,6.5192e-08,-0.0437,9.0110,8.2619,17.9322,-56.8877,-3.2481,0.001,0,60,3.0676,0.001,0,60,-0.5557,-0.1680,-73.3422,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5969 CYC17-49B D.txt,CYC17-49B D,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 20:39:32,407,18,7.0465e-08,1.731322E-10,CF,18.738,3.476e-02,0,3.3983e-02,14880, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2536e-08,1.0612e-07,6.7627e-08,6.9062e-08,6.9034e-08,6.8865e-08,0.96,2018/06/16 20:38:51,0.25,6080,8446,3.4756e-02,46.012,20,0.000,-1.0499e-13,-5.4265e-14,-5.7436e-14,-8.5509e-15,1.5659e-13,7.7123e-12,26.00,26.00,70.03,3.78760e-08,3.86149e-08,1.20292e-02,4.2427e-03,4.9760e-05,4.7505e-06,6.5642e-08,1.1941e-02,4.1873e-03,4.8769e-05,4.6283e-06,6.8191e-08,7.3828,13.2352,20.3230,26.3850,-36.8826,4.5100,0.001,0,60,7.2550,0.003,0,60,-0.4008,-0.2537,-68.7859,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5970 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 22:02:28,485,19,1.3376e-07,2.75799E-10,CF,32.226,3.476e-02,1,3.4756e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1956e-08,1.0652e-07,6.2158e-08,6.2352e-08,6.2341e-08,6.2265e-08,0.96,2018/06/16 22:01:48,0.12,6364,8444,3.4756e-02,46.010,20,0.000,-1.0487e-13,-5.4231e-14,-5.7315e-14,-5.4789e-15,1.6344e-13,8.3050e-12,17.00,18.00,70.03,4.33478e-08,4.39611e-08,1.18590e-02,4.1679e-03,4.8165e-05,4.5840e-06,5.9311e-08,1.1941e-02,4.1873e-03,4.8759e-05,4.6275e-06,6.3818e-08,-6.8967,-4.6477,-12.1914,-9.4216,-69.9913,-10.0683,0.018,0,60,-10.5101,0.011,0,60,-0.5494,-0.1493,-54.4982,
C:\Nu Stable\Results\2018\201806015 clumped Tufas OmanSval CYC KDB ABJ,201806015 clumped Tufas OmanSval CYC KDB ABJ,Data_5971 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/15 18:32:39,2018/06/16 23:25:00,507,20,1.4556e-07,2.871041E-10,CF,34.027,3.398e-02,1,3.4756e-02,14880, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1396e-08,1.0637e-07,6.7094e-08,6.7295e-08,6.7298e-08,6.7179e-08,0.96,2018/06/16 23:24:20,0.18,5987,8447,3.3983e-02,46.012,20,0.000,-1.0482e-13,-5.4258e-14,-5.7433e-14,-5.5486e-15,1.6290e-13,8.2916e-12,17.00,18.00,70.03,4.61928e-08,4.69777e-08,1.19994e-02,4.2406e-03,4.9597e-05,4.7447e-06,6.0985e-08,1.1942e-02,4.1875e-03,4.8763e-05,4.6282e-06,6.3078e-08,4.8476,12.6677,17.0984,25.1676,-33.3789,1.8315,0.001,0,60,6.6959,0.002,0,60,-0.4184,-0.3202,-61.8581,
