Batch,20171229 clumped Oman KDB,Collected on,2029/12/17 13:59:51,Analysis Instrument,PS019,Acquisition Software,,Stable 1.69.5,Reanalyzed  on,2018/03/29 09:38:47,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.69.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3773 ETH1.txt,ETH1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 02:04:18,465,11,1.8857e-07,4.055306E-10,CF,31.097,1.000e-03,1,1.0000e-03,6336,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",3.4610e-08,1.0682e-07,8.4799e-08,8.4063e-08,8.3982e-08,8.3946e-08,0.96,1930/12/17 02:03:37,0.04,4368,8446,1.0000e-03,45.797,20,0.000,-1.0538e-13,-5.3561e-14,-5.7876e-14,-2.1724e-14,1.2118e-13,4.7922e-12,22.00,23.00,25.00,5.32934e-08,5.20211e-08,1.19712e-02,4.2080e-03,4.8954e-05,4.6684e-06,5.7853e-08,1.1903e-02,4.1587e-03,4.8133e-05,4.5604e-06,5.5289e-08,5.7028,11.8447,17.0496,23.6845,46.7336,2.3304,0.002,0,60,-4.0298,0.005,0,60,-0.5428,-0.1418,16.6006,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3774 ETH4.txt,ETH4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 03:25:25,460,12,1.8032e-07,3.9201E-10,CF,29.602,1.000e-03,1,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",3.3728e-08,1.0696e-07,8.0163e-08,7.9515e-08,7.9463e-08,7.9365e-08,0.96,1930/12/17 03:24:45,0.12,4455,8446,1.0000e-03,45.799,20,0.000,-1.0549e-13,-5.3551e-14,-5.7894e-14,-2.0387e-14,1.2420e-13,4.9585e-12,22.00,22.00,25.00,5.05359e-08,4.94581e-08,1.18287e-02,4.1386e-03,4.7585e-05,4.5166e-06,5.6720e-08,1.1904e-02,4.1594e-03,4.8149e-05,4.5618e-06,5.6657e-08,-6.3567,-5.0080,-11.7233,-9.9043,1.7430,-9.9142,0.002,0,60,-20.6097,0.003,0,60,-0.2789,0.0874,18.5706,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3775 KDW2 59.0.txt,KDW2 59.0,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 04:46:31,477,13,1.9701e-07,4.130122E-10,CF,32.257,1.000e-03,1,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",3.2964e-08,1.0647e-07,8.7656e-08,8.7246e-08,8.7195e-08,8.7079e-08,0.96,1930/12/17 04:45:51,0.13,4102,8446,1.0000e-03,45.799,20,0.000,-1.0561e-13,-5.3582e-14,-5.7904e-14,-2.0095e-14,1.2594e-13,5.0783e-12,22.00,23.00,25.00,5.50396e-08,5.37514e-08,1.19875e-02,4.2055e-03,4.9009e-05,4.6628e-06,6.0856e-08,1.1904e-02,4.1591e-03,4.8140e-05,4.5605e-06,5.8344e-08,7.0084,11.1685,18.0506,22.4141,43.2160,3.7421,0.002,0,60,-4.6990,0.005,0,60,-0.2378,-0.0464,13.1206,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3776 KDW2 64.8.txt,KDW2 64.8,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 06:07:33,478,14,1.2692e-07,2.65518E-10,CF,22.522,1.000e-03,1,1.0000e-03,6368,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",3.2096e-08,1.0715e-07,5.5973e-08,5.6207e-08,5.6170e-08,5.6158e-08,0.96,1930/12/17 06:06:53,0.02,5513,8443,1.0000e-03,45.797,20,0.000,-1.0557e-13,-5.3810e-14,-5.7896e-14,-2.1878e-14,1.2202e-13,4.7824e-12,20.00,21.00,25.00,3.71390e-08,3.66227e-08,1.19763e-02,4.2154e-03,4.9099e-05,4.6882e-06,6.0787e-08,1.1904e-02,4.1609e-03,4.8185e-05,4.5682e-06,5.8088e-08,6.0353,13.1032,18.9789,26.2518,46.2020,2.6409,0.001,0,60,-2.7904,0.002,0,60,-0.2120,-0.1231,13.2461,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3777 ETH3.txt,ETH3,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 07:29:07,462,15,1.6150e-07,3.495621E-10,CF,27.283,1.000e-03,1,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",3.1638e-08,1.0640e-07,7.1592e-08,7.1157e-08,7.1129e-08,7.0951e-08,0.96,1930/12/17 07:28:27,0.25,4592,8448,1.0000e-03,45.797,20,0.000,-1.0547e-13,-5.3758e-14,-5.7896e-14,-2.1433e-14,1.2172e-13,4.8110e-12,21.00,22.00,25.00,4.59287e-08,4.50756e-08,1.19681e-02,4.2110e-03,4.9006e-05,4.6757e-06,5.8723e-08,1.1903e-02,4.1596e-03,4.8154e-05,4.5621e-06,5.5770e-08,5.4324,12.3717,17.7076,24.9086,53.3085,2.0248,0.002,0,60,-3.5099,0.004,0,60,-0.1317,0.0119,22.2300,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3778 ETH2.txt,ETH2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 08:50:09,482,16,2.1016e-07,4.36016E-10,CF,34.241,1.000e-03,1,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",3.0919e-08,1.0727e-07,9.4215e-08,9.3437e-08,9.3336e-08,9.3235e-08,0.96,1930/12/17 08:49:28,0.11,3722,8446,1.0000e-03,45.801,20,0.000,-1.0556e-13,-5.3696e-14,-5.7891e-14,-1.9884e-14,1.2512e-13,5.0354e-12,23.00,23.00,25.00,5.81853e-08,5.66914e-08,1.18291e-02,4.1379e-03,4.7558e-05,4.5141e-06,5.8056e-08,1.1904e-02,4.1583e-03,4.8128e-05,4.5587e-06,5.7896e-08,-6.3088,-4.9214,-11.8492,-9.7870,2.8056,-9.8664,0.002,0,60,-20.5244,0.005,0,60,-0.5414,0.0319,19.4245,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3779 MDE 292.5.txt,MDE 292.5,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 10:11:58,465,17,1.6230e-07,3.490404E-10,CF,27.893,1.000e-03,1,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",2.9929e-08,1.0707e-07,7.1841e-08,7.1226e-08,7.1214e-08,7.1028e-08,0.96,1930/12/17 10:11:18,0.26,4423,8444,1.0000e-03,45.801,20,0.000,-1.0548e-13,-5.3806e-14,-5.7936e-14,-2.0750e-14,1.2431e-13,5.0157e-12,21.00,22.00,25.00,4.59729e-08,4.51306e-08,1.18865e-02,4.1945e-03,4.8469e-05,4.6385e-06,5.6716e-08,1.1904e-02,4.1595e-03,4.8171e-05,4.5625e-06,5.9759e-08,-1.4672,8.4143,6.1667,16.6375,-6.8130,-5.1770,0.001,0,60,-7.3944,0.003,0,60,-0.5862,-0.2576,-21.5247,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3780 MDE 293.4.txt,MDE 293.4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 11:33:13,463,18,1.8280e-07,3.948211E-10,CF,30.334,1.000e-03,1,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",2.9420e-08,1.0679e-07,8.0990e-08,8.0500e-08,8.0450e-08,8.0351e-08,0.96,1930/12/17 11:32:33,0.12,3983,8447,1.0000e-03,45.801,20,0.000,-1.0549e-13,-5.3735e-14,-5.7900e-14,-2.0399e-14,1.2433e-13,5.0908e-12,22.00,22.00,25.00,5.10565e-08,4.98623e-08,1.18525e-02,4.1934e-03,4.8306e-05,4.6334e-06,5.7554e-08,1.1903e-02,4.1589e-03,4.8138e-05,4.5578e-06,5.5826e-08,-4.2480,8.2968,3.4868,16.5785,31.3102,-8.1303,0.002,0,60,-7.5041,0.005,0,60,-0.2650,-0.0826,19.2840,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3781 ETH1.txt,ETH1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,1899/12/30 00:00:00,455,19,1.9321e-07,4.24629E-10,CF,31.677,1.000e-03,1,1.0000e-03,6336,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",2.8649e-08,1.0685e-07,8.6338e-08,8.5646e-08,8.5600e-08,8.5462e-08,0.96,1930/12/17 12:54:08,0.16,3740,8447,1.0000e-03,45.801,20,0.000,-1.0567e-13,-5.3748e-14,-5.7884e-14,-1.9961e-14,1.2506e-13,5.0452e-12,22.00,23.00,25.00,5.40891e-08,5.28392e-08,1.19701e-02,4.2077e-03,4.8950e-05,4.6641e-06,6.0373e-08,1.1902e-02,4.1586e-03,4.8129e-05,4.5560e-06,5.6941e-08,5.6868,11.8201,17.0555,23.7365,60.1884,2.3143,0.003,0,60,-4.0540,0.006,0,60,-0.4968,-0.0424,29.7346,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3782 ETH4.txt,ETH4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 14:16:11,491,20,2.1003e-07,4.277656E-10,CF,33.691,1.000e-03,1,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",2.7836e-08,1.0632e-07,9.4356e-08,9.3303e-08,9.3245e-08,9.3113e-08,0.96,1930/12/17 14:15:30,0.14,3444,8449,1.0000e-03,45.806,20,0.000,-1.0567e-13,-5.3790e-14,-5.7962e-14,-1.9523e-14,1.2580e-13,5.2643e-12,23.00,23.00,25.00,5.81028e-08,5.66241e-08,1.18275e-02,4.1374e-03,4.7559e-05,4.5113e-06,5.7088e-08,1.1903e-02,4.1581e-03,4.8122e-05,4.5564e-06,5.7313e-08,-6.3324,-4.9583,-11.6958,-9.9003,-3.8425,-9.8901,0.003,0,60,-20.5607,0.005,0,60,-0.3254,-0.0084,12.7658,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3783 KDW2 131.8A.txt,KDW2 131.8A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 15:37:38,454,21,1.7516e-07,3.85813E-10,CF,29.510,1.000e-03,1,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",2.6998e-08,1.0628e-07,7.8019e-08,7.7491e-08,7.7442e-08,7.7288e-08,0.96,1930/12/17 15:36:58,0.20,3852,8449,1.0000e-03,45.806,20,0.000,-1.0557e-13,-5.3819e-14,-5.7958e-14,-2.0263e-14,1.2470e-13,5.0113e-12,22.00,22.00,25.00,4.94921e-08,4.84418e-08,1.19345e-02,4.1988e-03,4.8715e-05,4.6458e-06,5.9520e-08,1.1904e-02,4.1592e-03,4.8147e-05,4.5587e-06,5.7403e-08,2.5708,9.5325,11.8004,19.0835,36.6816,-0.9211,0.002,0,60,-6.3013,0.004,0,60,-0.2521,-0.0709,14.7384,
C:\Nu Stable\Results\2017\20171229 clumped Oman KDB,20171229 clumped Oman KDB,Data_3784 KDW2 59.0.txt,KDW2 59.0,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2029/12/17 13:59:51,2017/12/30 17:00:52,509,22,2.3023e-07,4.523084E-10,CF,36.133,1.000e-03,2,1.0000e-03,6304,  InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;",2.6377e-08,1.0625e-07,4.5224e-08,4.5632e-08,4.5620e-08,4.5785e-08,0.96,1930/12/17 17:00:11,-0.36,5499,8450,1.0000e-03,45.802,20,0.000,-1.0537e-13,-5.3974e-14,-5.7908e-14,-2.1313e-14,1.2100e-13,4.6849e-12,19.00,20.00,25.00,3.09607e-08,3.05074e-08,1.19864e-02,4.2071e-03,4.9057e-05,4.6698e-06,5.9274e-08,1.1903e-02,4.1603e-03,4.8183e-05,4.5670e-06,5.6515e-08,7.0440,11.2644,18.1508,22.5327,48.7248,3.7767,0.001,0,60,-4.6045,0.002,0,60,-0.2691,-0.1202,18.2417,
